old,new
reculotta,reculota
reculotté,reculoté
reculottée,reculotée
recycliez,recicliez
redonnai,redonai
redonnaient,redonaient
redonnât,redonât
redémarra,redémara
redémarraient,redémaraient
redémarrait,redémarait
redémarrent,redémarent
reficelle,reficèle
refourrait,refourait
regreffe,regrèfe
regrettai,regrétai
regrettât,regrétât
regrettèrent,regrétèrent
remballa,rembala
remballaient,rembalaient
remballait,rembalait
remballant,rembalant
rembarra,rembara
rembourrant,rembourant
remettrions,remétrions
renommait,renomait
renommez,renomez
resserra,resséra
resserrant,ressérant
resserrions,ressérions
resserrèrent,ressérèrent
retroussette,retroussète
rhabilla,rabilla
rhabillaient,rabillaient
rhabillent,rabillent
rhabillèrent,rabillèrent
rhingraves,ringraves
rhodoïd,rodoïd
rhovyl,rovil
rhynchites,rinchites
richomme,richome
riffaude,rifaude
riffauder,rifauder
riffaudé,rifaudé
rigollot,rigolot
rittes,rites
robette,robète
rogneux,rogneus
rognonnait,rognonait
ronchonna,ronchona
ronchonnaient,ronchonaient
ronchonnais,ronchonais
ronchonnait,ronchonait
ronchonnot,ronchonot
ronronna,ronrona
ronronnaient,ronronaient
ronronnent,ronronent
ronronnerait,ronronerait
ronronnons,ronronons
ronronnèrent,ronronèrent
ronéotypé,ronéotipé
roubaisienne,roubaisiène
rouenneries,rouèneries
rouilleux,rouilleus
roulottait,roulotait
roulottent,roulotent
rouquette,rouquète
rubénienne,rubéniène
rythmaient,ritmaient
rythmait,ritmait
rythmant,ritmant
rythment,ritment
rythmera,ritmera
réaccoutumerait,réacoutumerait
réaffichées,réafichées
réaffirmai,réafirmai
réaffirmaient,réafirmaient
réaffutée,réafutée
réapparaitrai,réaparaitrai
réapparût,réaparût
réapprenaient,réaprenaient
réapprenais,réaprenais
réapprendraient,réaprendraient
réapprises,réaprises
réapprovisionnerait,réaprovisionerait
réarrangeait,réarangeait
réattaquai,réataquai
réattaquait,réataquait
réattaqué,réataqué
réceptionna,réceptiona
réceptionnant,réceptionant
réceptionnées,réceptionées
réchappait,réchapait
réchapperaient,réchaperaient
réchapperait,réchaperait
réchauffai,réchaufai
réchauffante,réchaufante
réchauffions,réchaufions
réchauffât,réchaufât
réchauffèrent,réchaufèrent
réhabilitaient,réabilitaient
réhabilitait,réabilitait
réhabituais,réabituais
réhabituait,réabituait
réinstallaient,réinstalaient
réinstallait,réinstalait
réinstallant,réinstalant
réinstallons,réinstalons
réoccupait,réocupait
réoccupons,réocupons
réordonnant,réordonant
réordonner,réordoner
réquisitionnais,réquisitionais
réquisitionnait,réquisitionait
réquisitionnant,réquisitionant
réunionnais,réunionais
réveillonnaient,réveillonaient
réveillonnait,réveillonait
réveillonnerons,réveillonerons
réveillonneurs,réveilloneurs
réveillonnons,réveillonons
réveillonnâmes,réveillonâmes
réveillonnèrent,réveillonèrent
révolutionnaient,révolutionaient
révolutionnait,révolutionait
révolutionnées,révolutionées
saccageaient,sacageaient
saccageais,sacageais
saccagne,sacagne
saccagèrent,sacagèrent
sadienne,sadiène
salopiaux,salopiaus
salpêtreux,salpêtreus
sancerre,sancère
sanctionnaient,sanctionaient
sanctionnait,sanctionait
sanctionnerait,sanctionerait
sanctionnions,sanctionions
sanctionnèrent,sanctionèrent
saphisme,safisme
sarreau,sareau
satellisée,satélisée
satonne,satone
satonner,satoner
satonné,satoné
saucissonnant,saucissonant
saucissonne,saucissone
savonna,savona
savonnai,savonai
savonnaient,savonaient
scellerait,scèlerait
schproum,scproum
scialytique,scialitique
secco,séco
seccotine,sécotine
sectionna,sectiona
sectionnaient,sectionaient
sectionnent,sectionent
sellait,sélait
sensationnellement,sensationèlement
sermonna,sermona
sermonnaient,sermonaient
sermonnait,sermonait
serrante,sérante
serreraient,sèreraient
serrerons,sèrerons
serrâmes,sérâmes
serrât,sérât
serrèrent,sérèrent
sifflai,siflai
sifflard,siflard
siffleraient,sifleraient
sifflota,siflota
sifflotais,siflotais
sifflotait,siflotait
sifflotiez,siflotiez
sifflotis,siflotis
sifflotèrent,siflotèrent
siffloté,sifloté
sifflèrent,siflèrent
silhouettait,silouétait
silhouettant,silouétant
silhouettent,silouètent
silhouetté,silouété
silhouettée,silouétée
sillonna,sillona
sillonnons,sillonons
sillonnèrent,sillonèrent
smalah,smala
sniffaient,snifaient
sniffette,snifète
soissonnais,soissonais
soleilleux,soleilleus
sollicitai,solicitai
sollicitaient,solicitaient
solliciteraient,soliciteraient
sollicitât,solicitât
sollicitèrent,solicitèrent
solucamphre,solucanfre
solutionnait,solutionait
somma,soma
sommai,somai
sommant,somant
sommeilla,someilla
sommeillant,someillant
sommeillante,someillante
sommeillèrent,someillèrent
sommèrent,somèrent
sonnaillaient,sonaillaient
soufferte,souferte
soufflai,souflai
souffletai,soufletai
souffletaient,soufletaient
souffletait,soufletait
souffletant,soufletant
soufflètent,souflètent
souffleté,soufleté
souffletée,soufletée
soufflât,souflât
soufflèrent,souflèrent
souffririons,soufririons
souffrisse,soufrisse
souffrissent,soufrissent
souffrît,soufrît
souillonnes,souillones
soumettaient,soumétaient
soumettait,soumétait
soumettraient,soumétraient
soupçonnai,soupçonai
soupçonnât,soupçonât
spenglérienne,spenglériène
splittaient,splitaient
squattée,squatée
squattérisé,squatérisé
stationna,stationa
stationnaient,stationaient
stationnait,stationait
stationnions,stationions
stationnèrent,stationèrent
stegomya,stegomia
stoppai,stopai
stoppaient,stopaient
stoppât,stopât
stylisa,stilisa
stylobille,stilobille
stylomine,stilomine
sténographiai,sténografiai
subordonnaient,subordonaient
subordonnais,subordonais
subordonne,subordone
subventionnera,subventionera
succombai,sucombai
succombaient,sucombaient
succomberaient,sucomberaient
succombions,sucombions
succombèrent,sucombèrent
sufficit,suficit
suffoqua,sufoqua
suffoquai,sufoquai
suffoquaient,sufoquaient
suffoquions,sufoquions
suffoquons,sufoquons
suffoquèrent,sufoquèrent
suiffard,suifard
suiffé,suifé
suiffée,suifée
supplanta,suplanta
supplantée,suplantée
supplicia,suplicia
suppliciant,supliciant
suppliciantes,supliciantes
supplicient,suplicient
suppliât,supliât
suppléaient,supléaient
supplée,suplée
suppléent,supléent
suppléeraient,supléeraient
suppléerait,supléerait
suppléerez,supléerez
supplémentées,suplémentées
suppléé,supléé
supportions,suportions
supportât,suportât
supportèrent,suportèrent
supposai,suposai
supposâmes,suposâmes
supprima,suprima
supprimai,suprimai
supprimerons,suprimerons
supprimât,suprimât
suppuraient,supuraient
suppurait,supurait
suppurerait,supurerait
supputa,suputa
supputai,suputai
supputaient,suputaient
supputant,suputant
supputent,suputent
supputé,suputé
supputées,suputées
surgeonnent,surgeonent
surnommerais,surnomerais
surnommions,surnomions
suroxygéné,suroxigéné
susurra,susura
susurrai,susurai
susurraient,susuraient
susurrée,susurée
swiftiennes,swiftiènes
symbolisa,simbolisa
symbolisât,simbolisât
sympathisai,simpatisai
sympathisera,simpatisera
sympathisions,simpatisions
sympathisons,simpatisons
synagogale,sinagogale
synagogaux,sinagogaus
sécolle,sécole
sélectionna,sélectiona
sélectionnaient,sélectionaient
taconnet,taconet
talonna,talona
tamponna,tampona
tamponnai,tamponai
tamponnaient,tamponaient
tamponnant,tamponant
tannaient,tanaient
tatillonner,tatilloner
terrai,térai
terrant,térant
terrassai,térassai
terrassaient,térassaient
terrassait,térassait
terrassant,térassant
terrasserait,térasserait
terrasson,térasson
terrassât,térassât
terrassèrent,térassèrent
terrifique,térifique
terrons,térons
thalassothérapeutes,talassotérapeutes
thanatologique,tanatologique
thématiquement,tématiquement
théosophique,téosofique
thésaurisés,tésaurisés
théurgiques,téurgiques
théâtralisant,téâtralisant
théâtralisé,téâtralisé
théâtralisée,téâtralisée
tintamarrent,tintamarent
tintamarresque,tintamaresque
tintinnabula,tintinabula
tintinnabulaient,tintinabulaient
tintinnabulante,tintinabulante
tintinnabule,tintinabule
tintinnabulement,tintinabulement
tintinnabulent,tintinabulent
tirebouchonnaient,tirebouchonaient
tirebouchonnant,tirebouchonant
tirebouchonné,tirebouchoné
tirebouchonnée,tirebouchonée
tisonna,tisona
tisonnant,tisonant
tisonne,tisone
tisonnent,tisonent
toiletta,toiléta
toilettait,toilétait
toilettées,toilétées
tommette,tomète
tonnerait,tonerait
tonnez,tonez
torchonnait,torchonait
torchonne,torchone
torréfiait,toréfiait
torréfiant,toréfiant
torréfie,toréfie
torréfient,toréfient
torréfiée,toréfiée
touchotter,touchoter
toulonnais,toulonais
tourangeaux,tourangeaus
tourangelle,tourangèle
tourbillonna,tourbillona
tourbillonnais,tourbillonais
tourbillonnèrent,tourbillonèrent
tournelle,tournèle
tousseux,tousseus
toussoteux,toussoteus
tranquillisa,tranquilisa
tranquillisaient,tranquilisaient
tranquillos,tranquilos
transhistorique,transistorique
transhumait,transumait
transmettions,transmétions
trappon,trapon
tricycliste,tricicliste
trimballaient,trimbalaient
trimballera,trimbalera
trimballât,trimbalât
triomphâmes,trionfâmes
triomphât,trionfât
trithéisme,tritéisme
tronçonnaient,tronçonaient
tronçonnait,tronçonait
tronçonnée,tronçonée
tropézienne,tropéziène
trottais,trotais
trottant,trotant
trotterions,troterions
trottignolles,trotignoles
trottina,trotina
trottinais,trotinais
trottinent,trotinent
trottinerait,trotinerait
trottinions,trotinions
trottions,trotions
trottons,trotons
truffaient,trufaient
truffait,trufait
truitelle,truitèle
tyrannisais,tiranisais
tyrannisèrent,tiranisèrent
tâtonna,tâtona
tâtonnai,tâtonai
tâtonnaient,tâtonaient
tâtonnerais,tâtonerais
tâtonnions,tâtonions
tâtonnâmes,tâtonâmes
tâtonnât,tâtonât
tâtonnèrent,tâtonèrent
tâtonnée,tâtonée
télégraphia,télégrafia
télégraphiait,télégrafiait
télégraphiant,télégrafiant
télégraphient,télégrafient
télégraphierait,télégrafierait
télégraphiâmes,télégrafiâmes
télégraphiée,télégrafiée
téléphoneriez,téléfoneriez
téléphonions,téléfonions
téléphonât,téléfonât
tétradrachme,tétradracme
tétragramme,tétragrame
uniprix,unipris
vallonnaient,valonaient
vallonnait,valonait
vallonner,valoner
vannais,vanais
vannait,vanait
vannières,vanières
vannèrent,vanèrent
vellave,vélave
vergogneux,vergogneus
vermillonnait,vermillonait
vermillonnée,vermillonée
vermillonnés,vermillonés
verrouillai,vérouillai
verrouillant,vérouillant
verrouillèrent,vérouillèrent
vibrionnaient,vibrionaient
vibrionnait,vibrionait
vibrionnant,vibrionant
vibrionne,vibrione
villégiaturait,vilégiaturait
villégiaturé,vilégiaturé
virgilienne,virgiliène
vitrauphanie,vitraufanie
vitrophanie,vitrofanie
vosgienne,vosgiène
véhiculé,véiculé
vésuviennes,vésuviènes
vétyver,vétiver
walkyrie,walkirie
wattman,watman
willaya,wilaya
wisigothe,wisigote
wisigothique,wisigotique
wisigoths,wisigots
xiphidion,xifidion
zanimaux,zanimaus
zippa,zipa
zippait,zipait
zyeuta,zieuta
zyeutais,zieutais
zyeutait,zieutait
zyeutant,zieutant
ânonna,ânona
ânonnaient,ânonaient
ânonnant,ânonant
ânonne,ânone
ânonnions,ânonions
ânonnés,ânonés
ébattaient,ébataient
ébattements,ébatements
ébattit,ébatit
ébattons,ébatons
ébattît,ébatît
ébouriffa,ébourifa
ébouriffaient,ébourifaient
ébouriffent,ébourifent
échappâmes,échapâmes
échappât,échapât
échauffaient,échaufaient
échelonnaient,échelonaient
échelonnait,échelonait
échelonnant,échelonant
échelonne,échelone
échelonnerons,échelonerons
échelonnée,échelonée
écoeura,équeura
écoeuraient,équeuraient
écoeurais,équeurais
écoeurerais,équeurerais
écoeurèrent,équeurèrent
écouvillonne,écouvillone
écuellée,écuélée
écussonné,écussoné
écussonnées,écussonées
éduennes,éduènes
égoutta,égouta
égouttant,égoutant
égoutterait,égouterait
égouttez,égoutez
égouttis,égoutis
égouttèrent,égoutèrent
égrappait,égrapait
éleusinienne,éleusiniène
émettront,émétront
émietta,émiéta
émiettaient,émiétaient
émiettait,émiétait
émietterait,émièterait
émiettèrent,émiétèrent
émietté,émiété
émiettée,émiétée
émilienne,émiliène
émotionnante,émotionante
émulsionné,émulsioné
éperonna,éperona
éperonnant,éperonant
éperonnèrent,éperonèrent
éperonnée,éperonée
éphébie,éfébie
éphémèrement,éfémèrement
équarrie,équarie
équarrissait,équarissait
étalonne,étalone
étoffaient,étofaient
étoffait,étofait
étonnai,étonai
étonneriez,étoneriez
étonnerons,étonerons
étonnions,étonions
étonnâmes,étonâmes
étonnât,étonât
étonnèrent,étonèrent
étouffai,étoufai
étouffassent,étoufassent
étouffeuses,étoufeuses
étouffions,étoufions
étouffât,étoufât
étrenna,étréna
étrennant,étrénant
étrennent,étrènent
étrennerais,étrènerais
étrilles,étriles
ilette,ilète
a priori,apriori
abrégera,abrègera
abrégerai,abrègerai
abrégerait,abrègerait
abîma,abima
abîmai,abimai
abîmaient,abimaient
abîmait,abimait
abîmant,abimant
abîmante,abimante
abîmasse,abimasse
abîme,abime
abîment,abiment
abîmer,abimer
abîmera,abimera
abîmerai,abimerai
abîmerait,abimerait
abîmerez,abimerez
abîmerions,abimerions
abîmeront,abimeront
abîmez,abimez
abîmions,abimions
abîmons,abimons
abîmé,abimé
abîmée,abimée
accroît,acroit
accroîtra,acroitra
accroîtrai,accroitrai
accroîtraient,accroitraient
accroîtrait,acroitrait
accroîtras,accroitras
accroître,acroitre
accroîtrez,accroitrez
accroîtriez,accroitriez
accroîtrions,accroitrions
accroîtrons,accroitrons
accroîtront,acroitront
accédera,accèdera
accéderai,accèderai
accéderaient,accèderaient
accéderait,accèderait
accélérera,accélèrera
accélérerait,accélèrerait
acupuncteur,acuponcteur
acupunctrice,acuponctrice
acupuncture,acuponcture
addendum,adenda
affraîchir,affraichir
affréterons,affrèterons
afféteries,affèteries
affût,afut
affûta,afuta
affûtage,afutage
affûtait,afutait
affûtant,afutant
affûte,afute
affûter,afuter
affûterai,afuterai
affûteur,afuteur
affûtez,afutez
affûtât,afutât
affûté,afuté
affûtée,afutée
agglomérera,agglomèrera
aggloméreront,agglomèreront
aiguillier,aiguiller
aiguë,aigüe
aliénerait,aliènerait
aliénerez,aliènerez
allegro,alégro
allécherait,allècherait
allégement,alègement
allégera,allègera
allégerait,allègerait
allégrement,alègrement
altérera,altèrera
altéreront,altèreront
ambiguë,ambigüe
ambiguïté,ambigüité
amoncellent,amoncèlent
amoncelleraient,amoncèleraient
amour-goût,amour-gout
antislashes,antislashs
août,aout
aoûtage,aoutage
aoûtat,aoutat
aoûtement,aoutement
aoûteron,aouteron
aoûtien,aoutien
apparaît,aparait
apparaîtra,aparaitra
apparaîtrai,aparaitrai
apparaîtraient,aparaitraient
apparaîtrait,aparaitrait
apparaître,aparaitre
apparaîtrez,aparaitrez
apparaîtrions,aparaitrions
apparaîtrons,aparaitrons
apparaîtront,aparaitront
après-dîner,après-diner
arboretum,arborétum
arc-boutant,arcboutant
ardûment,ardument
argua,argüa
arguais,argüais
arguait,argüait
arguant,argüant
argue,argüe
arguer,argüer
argué,argüé
arrière-goût,arrière-gout
artefact,artéfact
aspirateurs-traîneaux,aspirateurs-traineaux
assener,asséner
assené,asséné
assenée,assénée
asseoir,assoir
assidûment,assidument
assiégera,assiègera
assiégeraient,assiègeraient
assécherait,assècherait
asterixis,astérixis
attellent,atèlent
attellera,atèlera
attellerais,atèlerais
auctorial,autorial
auctorialité,autorialité
auto-stop,autostop
auto-stoppeur,autostopeur
auto-stoppeuse,autostopeuse
avant-goût,avant-gout
avérera,avèrera
avéreraient,avèreraient
avérerait,avèrerait
aînesse,ainesse
aîné,ainé
aînée,ainée
aître,aitre
ballottage,balotage
ballottement,balotement
barmen,barmans
barquerolle,barquerole
base-ball,baseball
basket-ball,basketball
basse-cour,bassecour
basse-taille,bassetaille
basses-cours,bassecours
becquette,becquète
benoît,benoit
benoîte,benoite
benoîtement,benoitement
besaiguë,besaigüe
besicles,bésicles
bifteck,biftèque
biodiesel,biodiésel
bisaiguë,bisaigüe
bla-bla,blabla
bleuît,bleuit
blue-jean,bluejean
bonhomies,bonhommies
bonneteries,bonèteries
bottellent,botèlent
boui-boui,bouiboui
bouis-bouis,bouibouis
boulghours,boulgours
bouteillière,bouteillère
boutillier,boutiller
boxes,box
boîtage,boitage
boîte,boite
boîtes-repas,boites-repas
boîtier,boitier
boîtière,boitière
branle-bas,branlebas
brasero,braséro
bringeure,bringeüre
brunches,brunchs
brûla,brula
brûlage,brulage
brûlai,brulai
brûlaient,brulaient
brûlait,brulait
brûlant,brulant
brûlante,brulante
brûlasse,brulasse
brûlassent,brulassent
brûle,brule
brûle-gueule,brule-gueule
brûlement,brulement
brûlent,brulent
brûler,bruler
brûlera,brulera
brûlerai,brulerai
brûleraient,bruleraient
brûlerait,brulerait
brûlerez,brulerez
brûlerie,brulerie
brûlerons,brulerons
brûleront,bruleront
brûleur,bruleur
brûleuse,bruleuse
brûlez,brulez
brûliez,bruliez
brûlions,brulions
brûlis,brulis
brûloir,bruloir
brûlons,brulons
brûlot,brulot
brûlure,brulure
brûlâmes,brulâmes
brûlât,brulât
brûlèrent,brulèrent
brûlé,brulé
brûlée,brulée
béguë,bégüe
bélître,bélitre
bûchais,buchais
bûchant,buchant
bûche,buche
bûchent,buchent
bûcher,bucher
bûcheron,bucheron
bûcheronnage,bucheronnage
bûcheronne,bucherone
bûcheronner,bucheroner
bûchette,buchète
bûcheur,bucheur
bûcheuse,bucheuse
bûchez,buchez
bûché,buché
cacahuète,cacaouète
call-girl,callgirl
cameraman,caméraman
cameramen,caméramans
canoës,canoés
caquette,caquète
caquettent,caquètent
caqûre,caqure
casse-croûte,casse-croute
chaman,chamane
chancellement,chancèlement
chancellent,chancèlent
chargeure,chargeüre
chausse-trappe,chaussetrape
chauve-souris,chauvesouris
chauves-souris,chauvesouris
chaykh,cheik
chaîne,chaine
chaîner,chainer
chaînetier,chainetier
chaînetière,chainetière
chaînette,chainète
chaînier,chainier
chaînière,chainière
chaînon,chainon
chaîné,chainé
chechias,chéchias
cheikhs,cheiks
chevillier,cheviller
cheykh,cheik
chiche-kebab,chichekébab
chicotte,chicote
ciao,tchao
ciguë,cigüe
ciné-roman,cinéroman
clergymen,clergymans
cliquettent,cliquètent
cloche-pied,clochepied
cloîtra,cloitra
cloîtrai,cloitrai
cloîtraient,cloitraient
cloîtrait,cloitrait
cloîtrant,cloitrant
cloîtrasse,cloitrasse
cloîtrassent,cloitrassent
cloîtrassiez,cloitrassiez
cloîtrassions,cloitrassions
cloître,cloitre
cloîtrent,cloitrent
cloîtrer,cloitrer
cloîtrera,cloitrera
cloîtrerai,cloitrerai
cloîtreraient,cloitrerait
cloîtrerait,cloitrerait
cloîtrerez,cloitrerez
cloîtreriez,cloitreriez
cloîtrerions,cloitrerions
cloîtrerons,cloitrerons
cloîtreront,cloitreront
cloîtrez,cloitrez
cloîtriez,cloitriez
cloîtrions,cloitrions
cloîtrons,cloitrons
cloîtrâmes,cloitrâmes
cloîtrât,cloitrât
cloîtrâtes,cloitrâtes
cloîtrèrent,cloitrèrent
cloîtré,cloitré
cloîtrée,cloitrée
codétenu,codètenu
coin-coin,coincoin
colcothar,colcotar
collette,colète
comparaît,comparait
comparaîtra,comparaitra
comparaîtrait,comparaitrait
comparaître,comparaitre
comparaîtrez,comparaitrez
comparaîtrons,comparaitrons
complaît,complait
complétera,complètera
compléterai,complèterai
compléteraient,complèteraient
compléterait,complèterait
compléterez,complèterez
compléteront,complèteront
concéderait,concèderait
condottiere,condotière
condottieres,condottières
conférera,confèrera
conféreraient,confèreraient
conférerait,confèrerait
conférerez,confèrerez
conféreront,confèreront
congrûment,congrument
connaît,conait
connaîtra,conaitra
connaîtrai,conaitrai
connaîtraient,conaitraient
connaîtrait,conaitrait
connaître,conaitre
connaîtrez,conaitrez
connaîtriez,conaitriez
connaîtrions,conaitrions
connaîtrons,conaitrons
connaîtront,conaitront
conquît,conquit
considérera,considèrera
considérerai,considèrerai
considéreraient,considèreraient
considérerait,considèrerait
considéreriez,considèreriez
considérerions,considèrerions
considérerons,considèrerons
contiguë,contigüe
contiguïté,contigüité
continûment,continument
contrebutter,contrebuter
contremaître,contremaitre
contremaîtresse,contremaitresse
coopérera,coopèrera
coopérerai,coopèrerai
coopéreraient,coopèreraient
coopérerez,coopèrerez
coopéreriez,coopèreriez
coopérerons,coopèrerons
coopéreront,coopèreront
coquillier,coquiller
cordelle,cordèle
couvre-pied,couvrepied
cover-girl,covergirl
cow-boy,cowboy
coût,cout
coûta,couta
coûtable,coutable
coûtaient,coutaient
coûtais,coutais
coûtait,coutait
coûtant,coutant
coûte,coute
coûtent,coutent
coûter,couter
coûtera,coutera
coûterai,couterai
coûteraient,couteraient
coûterait,couterait
coûteront,couteront
coûteuse,couteuse
coûteusement,couteusement
coûteux,couteus
coûtez,coutez
coûtions,coutions
coûtât,coutât
coûté,couté
coûtée,coutée
craquellent,craquèlent
craquetterez,craquèterez
craqûre,craqure
crashes,crashs
credo,crédo
criqûre,criqure
croche-pied,crochepied
croque-madame,croquemadame
croque-mitaine,croquemitaine
croque-mort,croquemort
croît,croit
croîtraient,croitraient
croîtrais,croitrais
croîtrait,croitrait
croître,croitre
croîtrez,croitrez
croîtriez,croitriez
croîtrions,croitrions
croîtront,croitront
croûte,croute
croûter,crouter
croûteuse,crouteuse
croûteux,crouteus
croûton,crouton
croûtonnais,croutonais
croûté,crouté
croûtée,croutée
crécerelles,crècerelles
crémerie,crèmerie
crénelait,crènelait
crénelé,crènelé
crénelée,crènelée
crépelle,crépèle
crépellent,crépèlent
crépellera,crépèlera
crépellerai,crépèlerai
crépelleraient,crépèleraient
crépellerait,crépèlerait
crépellerez,crépèlerez
crépelleriez,crépèleriez
crépellerions,crépèlerions
crépellerons,crépèlerons
crépelleront,crépèleront
crû,cru
crûment,crument
cuissot,cuisseau
cédera,cèdera
céderai,cèderai
céderaient,cèderaient
céderait,cèderait
céderez,cèderez
céderiez,cèderiez
céderons,cèderons
céderont,cèderont
céleri,cèleri
célébrera,célèbrera
célébrerais,célèbrerais
célébrerait,célèbrerait
célébrerons,célèbrerons
célébreront,célèbreront
cévenol,cèvenol
decrescendo,décrescendo
delirium,délirium
desperado,despérado
dessille,décille
dessiller,déciller
dessilleront,décilleront
dessillé,décillé
dessoûla,dessoula
dessoûlait,dessoulait
dessoûle,dessoule
dessoûlent,dessoulent
dessoûler,dessouler
dessoûlez,dessoulez
dessoûlé,dessoulé
dessoûlée,dessoulée
dessécherait,dessècherait
dessécheront,dessècheront
diesel,diésel
différera,diffèrera
différerais,diffèrerais
différerait,diffèrerait
différeront,diffèreront
digérera,digèrera
digérerait,digèrerait
diktat,dictat
disaccharides,disaccarides
disparaît,disparait
disparaîtra,disparaitra
disparaîtrai,disparaitrai
disparaîtraient,disparaitraient
disparaîtrait,disparaitrait
disparaître,disparaitre
disparaîtrez,disparaitrez
disparaîtrions,disparaitrions
disparaîtrons,disparaitrons
disparaîtront,disparaitront
djebel,djébel
douceâtre,douçâtre
drillier,driller
dussé,dussè
déboîta,déboita
déboîtaient,déboitaient
déboîtais,déboitais
déboîtait,déboitait
déboîtant,déboitant
déboîte,déboite
déboîtement,déboitement
déboîter,déboiter
déboîtez,déboitez
déboîté,déboité
déboîtée,déboitée
décachetteraient,décachèteraient
déchaîna,déchaina
déchaînaient,déchainaient
déchaînais,déchainais
déchaînait,déchainait
déchaînant,déchainant
déchaîne,déchaine
déchaînement,déchainement
déchaînent,déchainent
déchaîner,déchainer
déchaînera,déchainera
déchaînerait,déchainerait
déchaînez,déchainez
déchaînât,déchainât
déchaînèrent,déchainèrent
déchaîné,déchainé
déchaînée,déchainée
déchiquettent,déchiquètent
déconnaître,déconnaitre
décroît,décroit
décroîtra,décroitra
décroîtrai,décroitrai
décroîtraient,décroitraient
décroîtrait,décroitrait
décroître,décroitre
décroîtrez,décroitrez
décroîtriez,décroitriez
décroîtrions,décroitrions
décroîtrons,décroitrons
décroîtront,décroitront
décrétera,décrètera
décréterai,décrèterai
décréterait,décrèterait
décréteront,décrèteront
défraîchi,défraichi
défraîchie,défraichie
défraîchir,défraichir
défraîchissait,défraichissait
déférerait,défèrerait
dégoût,dégout
dégoûta,dégouta
dégoûtai,dégoutai
dégoûtaient,dégoutaient
dégoûtait,dégoutait
dégoûtamment,dégoutament
dégoûtant,dégoutant
dégoûtante,dégoutante
dégoûtation,dégoutation
dégoûte,dégoute
dégoûtent,dégoutent
dégoûter,dégouter
dégoûtera,dégoutera
dégoûteraient,dégouteraient
dégoûterais,dégouterais
dégoûterait,dégouterait
dégoûtez,dégoutez
dégoûtât,dégoutât
dégoûtèrent,dégoutèrent
dégoûté,dégouté
dégoûtée,dégoutée
dégîter,dégiter
délibérera,délibèrera
délibéreraient,délibèreraient
déplaît,déplait
dépucellera,dépucèlera
déréglementation,dérèglementation
déréglementer,dérèglementer
désambiguïsation,désambigüisation
désambiguïser,désambigüiser
désemboîter,désemboiter
désenchaînement,désenchainement
désenchaîner,désenchainer
désencroûter,désencrouter
désenvoûter,désenvouter
désenvoûteurs,désenvouteurs
désenvoûté,désenvouté
désintégrera,désintègrera
désintégreront,désintègreront
dévoûter,dévouter
dévoûteur,dévouteur
dîme,dime
dîna,dina
dînai,dinai
dînaient,dinaient
dînait,dinait
dînant,dinant
dînasse,dinasse
dînatoire,dinatoire
dîne,dine
dînent,dinent
dîner,diner
dînera,dinera
dînerai,dinerai
dîneraient,dineraient
dînerait,dinerait
dînerez,dinerez
dîneriez,dineriez
dînerions,dinerions
dînerons,dinerons
dîneront,dineront
dînette,dinète
dîneur,dineur
dîneuse,dineuse
dînez,dinez
dîniez,diniez
dînions,dinions
dînons,dinons
dînâmes,dinâmes
dînât,dinât
dînèrent,dinèrent
dîné,diné
dînée,dinée
dûment,dument
eczéma,exéma
eczémateuses,exémateuses
eczématiser,exématiser
edelweiss,édelweiss
ego,égo
egoportrait,égoportrait
emballotter,emballoter
emboîta,emboita
emboîtable,emboitable
emboîtage,emboitage
emboîtai,emboitai
emboîtaient,emboitaient
emboîtait,emboitait
emboîtant,emboitant
emboîte,emboite
emboîtement,emboitement
emboîtent,emboitent
emboîter,emboiter
emboîterai,emboiterai
emboîtions,emboitions
emboîtons,emboitons
emboîture,emboiture
emboîtâmes,emboitâmes
emboîtèrent,emboitèrent
emboîté,emboité
emboîtée,emboitée
embûche,embuche
empaquettent,empaquètent
empiétement,empiètement
enchaîna,enchaina
enchaînai,enchainai
enchaînaient,enchainaient
enchaînait,enchainait
enchaînant,enchainant
enchaîne,enchaine
enchaînement,enchainement
enchaînent,enchainent
enchaîner,enchainer
enchaînera,enchainera
enchaîneraient,enchaineraient
enchaînerait,enchainerait
enchaînerez,enchainerez
enchaînerons,enchainerons
enchaînez,enchainez
enchaînons,enchainons
enchaînure,enchainure
enchaînèrent,enchainèrent
enchaîné,enchainé
enchaînée,enchainée
encloîtra,encloitra
encloîtrai,encloitrai
encloîtrait,encloitrait
encloîtrant,encloitrant
encloîtrasse,encloitrasse
encloîtrassent,encloitrassent
encloîtrassiez,encloitrassiez
encloîtrassions,encloitrassions
encloître,encloitre
encloîtrent,encloitrent
encloîtrer,encloitrer
encloîtrera,encloitrera
encloîtrerai,encloitrerai
encloîtreraient,encloitreraient
encloîtrerait,encloitrerait
encloîtrerez,encloitrerez
encloîtreriez,encloitreriez
encloîtrerions,encloitrerions
encloîtrerons,encloitrerons
encloîtreront,encloitreront
encloîtrez,encloitrez
encloîtriez,encloitriez
encloîtrions,encloitrions
encloîtrons,encloitrons
encloîtrâmes,encloitrâmes
encloîtrât,encloitrât
encloîtrâtes,encloitrâtes
encloîtrèrent,encloitrèrent
encloîtré,encloitré
encloîtrée,encloitrée
encoqûre,encoqure
encroûtaient,encroutaient
encroûte,encroute
encroûtement,encroutement
encroûter,encrouter
encroûtèrent,encroutèrent
